,GSM1354764,GSM1354765,GSM1354766,GSM1354767,GSM1354768,GSM1354769,GSM1354770,GSM1354771,GSM1354772,GSM1354773
HMCN2,6.7191267,6.95959,7.096579,7.376675,6.9953904,7.0816693,7.1132293,7.127381,7.161629,7.258846
HMG20A,7.642777,8.0258465,8.182171,9.418312,8.176194,7.697129,7.6817102,7.964181,7.753419,7.54871
HMG20B,7.483276,7.9443707,7.9482574,7.6047072,7.6063604,7.287946,7.103592,7.432505,6.943419,6.884248
HMGA1,6.8396845,7.552849,7.3012443,7.2392845,7.405104,9.220234,9.073502,9.198763,9.189548,9.136214
HMGA1P1,5.393341,6.5141573,6.5193276,6.5713167,6.406609,7.0895452,6.926915,7.308773,6.610821,7.123162
HMGB1P12,5.0666604,5.737733,5.2334538,5.220064,5.436271,4.9106917,4.560211,5.0719924,5.4467583,4.208394
HMGB1P13,5.966777,5.7907457,5.6436195,5.2777677,5.317367,4.1340976,4.2332926,4.6810327,4.795928,4.4701734
HMGB1P15,7.3622756,7.383738,7.3070607,7.4928865,7.4415374,7.54656,7.294358,7.2917066,7.49357,7.690788
HMGB1P16,4.7098174,5.005421,5.3860545,4.126864,3.9260917,5.150603,4.3988066,4.4385185,5.1078024,5.039925
HMGB1P20,6.7064323,8.178886,7.0130467,8.141996,7.15341,8.94634,8.82447,8.881348,8.849879,8.807437
HMGB1P27,7.1845694,7.350956,6.9841967,7.324996,7.0775275,7.9083333,7.486056,7.6332054,8.164891,8.178093
HMGB1P36,6.041128,6.093513,5.933795,5.7271314,6.3454733,5.73627,5.4268794,5.5519886,5.6102753,4.7836337
HMGB1P37,8.351958,9.0192,8.166371,8.7857485,7.962324,7.8044925,7.168186,6.7643175,7.291897,7.490282
HMGB1P45,6.7012944,7.026897,6.6433115,7.1357584,7.475418,6.56558,6.3713393,6.56558,6.5987854,6.5194206
HMGB1P6,6.0152135,6.913506,6.624912,6.4632816,6.613382,6.313493,5.889988,6.7272043,6.3964286,6.085571
HMGB2,13.6192,13.565951,13.648151,14.033901,13.945073,13.188037,13.474857,13.366577,13.6192,13.5192375
HMGB2P1,4.769021,6.5228524,2.5630963,6.3190155,4.6810327,6.5580235,5.1613975,5.4965,5.950409,5.9835243
HMGB3P24,5.365467,5.6069174,5.355235,5.5510664,5.3653026,4.891387,5.033345,5.4239326,4.720141,6.561695
HMGB3P26,8.999059,8.950122,9.144048,9.336234,9.18909,8.443633,8.4711275,8.70478,8.675291,8.564814
HMGB3P6,4.437808,4.793032,4.9843183,5.0086966,2.905747,5.287175,4.162856,5.4075837,5.7600017,5.2421575
HMGB3P7,4.7784266,3.9161873,7.0964513,6.743674,4.968258,4.8453794,5.811702,4.532874,5.0246067,5.3016863
HMGB4,5.854521,6.112691,6.1032677,6.019537,6.01539,4.7831163,5.4211254,5.575725,5.4711304,5.034375
HMGCLL1,7.0833273,7.5859523,7.9284687,7.7459803,7.438403,6.917853,7.6086493,7.274884,7.100475,7.1810813
HMGCR,5.508953,6.026306,5.4093337,5.8255043,5.2023168,9.20246,8.920722,8.914848,9.251033,9.400566
HMGCS2,5.511335,5.4470415,5.537829,5.7201767,5.256295,5.0383234,4.8145323,5.528412,4.724151,4.5965486
HMGN1,7.8888874,7.932721,7.481756,7.5924573,7.6617436,8.417063,8.180237,8.173241,8.209432,8.149195
HMGN1P11,7.91424,7.843174,7.2349286,7.7306175,7.0638976,7.272173,7.2973094,6.5327783,5.9724026,6.7514296
HMGN1P17,6.7726755,5.3595805,4.958317,5.536909,4.241945,4.741112,5.015577,4.2891626,4.2027225,3.8905468
HMGN1P19,10.592614,6.2622313,5.7831807,5.8416233,7.702401,3.9513974,5.413032,4.970395,5.2539415,5.20223
HMGN1P20,5.733308,5.7781963,5.704298,5.426566,5.6187882,4.1639576,6.83816,4.7374935,4.70956,5.23431
HMGN1P32,7.682262,7.2837224,6.9432507,7.3442264,6.713042,6.885412,6.998432,6.807577,6.160041,6.757037
HMGN2,8.500958,8.602272,7.2658362,8.054046,7.012008,8.459993,8.390726,8.107396,8.343869,8.050595
HMGN2P11,5.583156,6.3646903,5.4157186,6.4117937,5.910549,7.7889,7.5181017,7.172421,7.7466736,7.803874
HMGN2P18,6.613194,7.638184,6.884137,7.5692406,6.568975,7.9060555,7.4476137,7.186565,7.441361,7.5750847
HMGN2P20,4.99718,5.6476097,4.835136,5.5228457,4.881109,5.83564,6.3355045,5.0512877,5.340753,5.7434883
HMGN2P22,6.529956,7.5091844,7.5132504,7.7167935,7.2799025,6.8440547,6.963802,7.1471586,6.8845625,7.0781264
HMGN2P24,4.6884794,5.345969,4.1699424,5.228151,3.8303096,6.387274,5.383405,5.6095133,6.2782316,6.5792837
HMGN2P36,3.2904673,4.6400857,2.7584126,4.8378615,3.216211,5.4086432,4.9981356,5.05718,5.599538,5.608804
HMGN2P9,4.93466,4.7555013,4.9260855,5.227371,4.8610477,4.719428,5.733657,4.695931,4.0584807,4.863616
HMGN3,5.998005,5.7040377,5.8750405,3.586813,5.7724648,5.904497,6.420957,3.791142,6.152606,6.6951227
HMGN4,6.842744,6.322665,6.335726,6.309353,5.8734474,6.2385273,5.719758,6.715723,6.0332937,5.7744875
HMMR,6.8728514,6.5221815,6.424537,6.150249,6.463701,6.034485,4.989003,5.946231,5.746913,5.578679
HMOX1,7.880647,6.9348893,7.736874,6.2635627,7.3116765,8.904465,8.787589,8.810595,8.869375,8.944965
HMOX2,4.5028534,5.3225565,5.253351,5.2884374,5.5336323,5.1666965,7.2061195,5.2833796,4.5996,5.6449924
HMX1,5.291481,5.8967066,6.1167374,6.081569,5.9019146,5.4392233,6.8837924,5.642544,5.5929146,5.3891954
HNF1A-AS1,5.53647,5.769785,5.8260913,6.2906327,5.9363503,5.92866,5.5779386,6.2119203,5.6921406,5.460799
HNF1B,4.914937,4.5925455,5.298499,4.937034,4.439681,5.4756713,5.891568,5.0812764,5.2666883,6.0388165
HNF4A,11.126794,7.2139645,7.5477114,7.9755874,7.5317802,7.3539114,7.387887,7.629276,7.465703,7.3982787
HNMT,6.8794045,9.5668125,7.4110174,7.4204483,7.2778325,7.411229,7.204959,7.704101,7.721825,7.381537
HNRNPA0,6.621214,6.7079678,6.7527657,6.662588,6.574772,6.4351983,6.455123,6.6039834,6.2236233,6.3123407
HNRNPA1P1,7.243312,7.5495796,6.9740534,7.3680897,6.726323,7.3780837,5.992848,6.2091055,6.295504,6.5214896
HNRNPA1P21,8.948067,8.222456,7.5418916,8.030539,7.5971527,10.713174,10.837942,10.826434,10.73398,10.656371
HNRNPA1P23,5.1280546,5.434134,4.5613813,4.838649,5.091774,5.1081033,4.5100765,4.5640206,5.2369103,4.8252845
HNRNPA1P27,6.5142846,7.0040793,6.430349,6.9052887,6.3291893,8.048512,7.7355127,7.5845857,8.045783,8.034767
HNRNPA1P3,4.7102766,5.8429937,4.845189,5.6827326,4.9708443,6.9066367,6.9902143,6.5966277,7.122719,7.0334673
HNRNPA1P32,5.8200817,5.9090753,5.6352334,5.8998523,5.966777,7.273907,7.373071,6.6464667,7.1945367,7.453567
HNRNPA1P33,8.467731,8.7871275,8.569338,8.861927,7.8831673,9.195361,9.233701,8.753639,8.936324,8.932142
HNRNPA1P34,7.7979455,8.673184,7.9293804,8.48157,7.8486743,8.284314,8.078118,7.5104876,7.6347485,7.536488
HNRNPA1P37,7.210682,7.2986603,6.2551913,8.388231,6.689841,8.9309,8.189872,8.882617,9.003057,8.929038
HNRNPA1P39,7.4269924,7.966978,7.42835,7.7750316,7.0549526,8.536347,7.986111,7.707507,8.123512,7.9699483
HNRNPA1P41,5.6052203,6.0358415,5.440401,5.8351254,5.688076,6.5980244,6.2060733,5.761908,6.579773,6.550087
HNRNPA1P43,5.9004726,6.1061482,5.3685446,5.1611776,5.8829966,5.9215994,3.8570619,5.3396645,5.9595404,5.6181965
HNRNPA1P51,7.561098,7.7825427,7.5949564,7.25201,7.002991,8.24478,7.786525,7.001688,7.4411535,7.752476
HNRNPA1P52,7.7390704,7.8562756,7.873501,7.728174,7.093516,8.648535,8.364142,8.314435,8.214779,8.491948
HNRNPA1P53,6.148364,6.189801,5.622805,6.144182,5.6165013,6.5271964,5.5991635,5.760718,6.547149,6.4430113
HNRNPA1P54,7.505704,8.271732,7.755578,8.017136,7.29702,8.688397,8.298302,8.413954,8.455183,8.593314
HNRNPA1P55,6.62351,7.114797,6.746711,6.976319,6.587382,9.466412,9.60649,9.472671,9.444823,9.390397
HNRNPA1P56,7.042588,7.232008,6.985696,7.6587324,9.730524,6.7939568,6.3596587,6.670401,5.3683233,5.060413
HNRNPA1P58,7.1415706,7.46342,6.957789,7.5252566,6.550087,7.552849,7.2725654,6.953971,7.316224,7.316884
HNRNPA1P60,5.642386,6.0582075,5.4652796,5.9359174,5.1308074,6.0406184,5.502476,4.4411373,5.4554725,5.7306666
HNRNPA1P63,4.8638477,5.4700203,4.666205,5.311257,4.349408,8.015378,7.341648,7.851123,8.206699,8.182171
HNRNPA1P8,7.7522655,8.167057,7.8907523,7.760843,7.473064,8.738471,8.67915,8.47678,8.679782,8.3418455
HNRNPA2B1,7.4699144,7.2809978,6.4327183,7.297979,6.2637186,6.887773,5.687117,4.9078836,5.384603,5.4169827
HNRNPA3P12,5.8148685,6.3221817,6.075422,6.156517,5.0112295,6.140558,6.504105,4.5347934,4.6795273,5.5933013
HNRNPA3P14,6.2020826,6.45425,5.5518627,5.713669,8.612818,5.4893675,4.4080825,3.5290835,3.5191038,4.754053
HNRNPA3P3,7.2267714,7.8596373,7.0023003,8.005526,6.5303364,7.8484697,7.4674745,6.9848766,7.442251,7.47026
HNRNPA3P5,6.672445,7.6587324,6.7027826,7.4764986,6.5062165,7.8133388,7.383107,7.0549526,7.4908915,7.412463
HNRNPA3P8,7.0906057,7.6518,6.5876036,7.2151,6.8758783,8.481974,8.223788,8.340883,8.461427,8.487769
HNRNPC,9.933796,10.87357,10.399825,10.507802,10.009238,9.76922,9.997529,10.149879,10.093068,9.987702
HNRNPCP10,7.5869503,6.487738,6.5496545,6.3774824,6.8276663,6.073693,5.6560397,6.1424527,5.919776,5.8875113
HNRNPCP2,6.9396234,7.2507696,6.770479,7.2375836,6.4145217,8.339983,8.150137,8.003635,7.8794684,8.23751
HNRNPCP7,5.984988,6.2229953,6.51817,5.6982512,5.8817596,5.9883175,5.887801,5.2130218,5.795184,5.9116096
HNRNPD,6.3218565,7.058125,5.9835243,7.4580765,5.846364,7.6738067,7.366305,7.2292223,7.361813,7.450159
HNRNPDL,7.2323337,7.4068117,7.0914116,7.4437394,6.8377748,8.762545,8.703219,8.48825,8.677192,8.652901
HNRNPDLP1,10.13283,9.723924,9.54924,9.364782,10.0549555,9.75119,9.5264435,9.809613,10.000916,9.991037
HNRNPDLP3,7.477207,8.109416,7.531511,7.590592,7.895451,7.7239466,7.6274943,7.6227856,8.043611,8.064194
HNRNPDP1,5.913636,7.1413517,5.8459687,7.064838,5.6422305,8.970973,9.030386,8.787589,9.00472,8.9514675
HNRNPF,9.704773,10.099735,10.10573,10.000916,9.753847,12.3901825,12.340755,12.365767,12.33393,11.059768
HNRNPH1,5.82843,5.8005667,5.2682896,5.5324655,6.2381067,3.8418722,2.931988,3.5415397,3.6892445,3.6656415
HNRNPH1P2,5.320939,5.35651,4.847621,3.8134258,3.948605,5.823436,4.973898,5.3016863,5.2431087,6.317979
HNRNPH2,6.2449994,6.4598365,5.403914,5.7871614,5.461839,6.7765,6.031853,6.160331,6.4599996,6.518807
HNRNPH3,5.1188555,5.5147157,4.97131,4.5841136,5.095209,7.421303,6.608268,7.1658173,7.7169533,7.71639
HNRNPK,7.3026285,7.3294835,7.0225587,7.6325674,6.6714745,8.044822,7.4310646,7.4944386,7.685265,7.745128
HNRNPKP2,6.173916,5.128601,5.073888,5.245213,6.213655,3.8765798,4.5270967,4.9086194,4.574842,5.443857
HNRNPKP3,6.2026896,6.479597,6.2278423,6.472833,15.286569,5.7150207,4.938629,5.7320857,5.9451704,5.2704635
HNRNPL,16.50799,16.364101,16.57592,16.733334,16.43314,14.806132,14.978924,15.041265,15.2428255,15.2428255
HNRNPLL,12.464521,12.618078,12.877399,13.011629,12.692099,14.414167,14.414167,14.70855,14.3517885,14.298235
HNRNPM,7.361813,7.4090323,7.35449,7.5406303,7.400665,7.3517513,6.9429774,7.473526,7.2517505,7.133187
HNRNPR,5.752398,5.63997,5.144812,5.0688562,5.471382,4.6742187,6.314558,4.9648104,5.2034926,6.716617
HNRNPU,8.150137,6.9676156,7.3722963,7.0367274,6.2080235,8.713565,8.665624,8.705612,8.665624,8.728609
HOGA1,7.0692067,7.5971527,7.4538918,7.1602793,7.33992,7.6635227,7.697611,7.6676683,7.104724,7.5429645
HOMER2,6.4121666,7.0360327,6.9382496,7.2111588,7.002018,6.518638,6.4663982,6.626093,6.5231237,6.416664
HOMER3-AS1,4.503081,4.219967,4.29103,4.3132463,4.9928384,5.345853,6.164678,5.318798,5.357875,5.1242414
HOOK3,2.6582556,5.7194843,5.574603,4.905347,4.124633,5.6168413,5.377035,5.354958,4.0027137,4.2448974
HOPX,7.441896,7.42007,10.689286,7.407733,7.7181664,7.601077,10.296163,7.482797,7.7251396,7.730247
HOTAIR,9.752045,9.459504,9.1121645,8.563924,9.628429,9.999065,9.709427,9.793426,9.828422,9.825739
HOTAIRM1,11.158421,11.840549,11.704279,11.951415,11.8421,11.315748,11.555755,11.607815,11.18295,11.153766
HOTTIP,14.884095,15.016145,15.055543,15.210628,15.115285,15.318984,15.534982,15.647097,15.187941,14.793393
HOXA1,9.377588,10.149879,10.333819,10.338708,10.294818,9.750637,10.318967,9.991037,10.063922,9.943176
HOXA10,8.059273,8.547428,8.39502,8.822544,8.510754,8.189872,8.11916,8.223325,8.305848,8.304322
HOXA13,6.9495945,7.0579696,7.2753105,6.984504,7.5134597,7.402497,7.2256393,7.286449,6.8749995,7.2710342
HOXA2,7.6068563,7.9370875,7.8765435,8.028632,7.927017,7.336434,7.358618,7.498923,7.338673,7.170315
HOXA4,4.9413786,5.715146,5.761254,5.5365906,5.4184847,5.9910326,5.100809,5.6373096,5.508061,4.316758
HOXA5,11.509124,11.494386,11.737331,11.268085,11.722022,11.081944,10.800849,10.608011,10.656371,11.159914
HOXA6,10.791347,11.069007,10.791347,10.592614,11.382947,9.940936,9.76922,9.755291,10.142,10.095154
HOXA7,13.930571,13.889131,14.197062,13.930571,14.142457,14.553785,14.332096,14.429158,14.224891,14.5795145
HOXB-AS4,6.4398966,6.619131,6.6181645,6.407441,5.9937863,6.1907306,5.778887,6.349826,6.06689,6.0129294
HOXB1,10.057964,10.05605,10.13283,9.836773,10.352172,10.462282,10.348925,10.299268,10.639324,10.583965
HOXB13,13.736157,13.86395,13.983816,14.392638,14.131681,13.672641,14.156516,13.607375,15.534982,15.44746
HOXB3,11.692318,11.459537,11.337577,10.986736,11.423531,11.3019705,10.894893,10.967225,11.540703,11.466795
HOXB4,5.568902,5.2568374,5.67789,4.843257,6.0495267,6.5245934,5.6518097,6.07996,6.8718443,6.8293886
HOXB5,10.449424,10.6602125,10.883562,11.020116,11.008932,10.30932,10.439313,10.522122,10.433843,10.210092
HOXB8,6.829603,6.7142286,6.816317,6.184844,7.336665,5.8574133,5.958668,5.904112,6.3027554,6.936347
HOXC-AS1,7.0058484,7.3124204,7.1530395,7.2514133,7.3337092,6.6775503,6.286236,6.6281796,6.679881,6.596749
HOXC-AS3,10.839172,11.013057,10.857521,11.041897,10.707578,10.930542,10.81139,10.643848,10.29546,10.37557
HOXC10,8.114739,8.21982,8.296409,8.06173,8.137415,7.735762,7.841649,7.9537773,7.7061276,7.687042
HOXC11,9.684851,9.5223465,9.320104,9.717486,9.483976,9.104728,8.818188,9.268717,9.697929,9.440289
HOXC12,7.1243563,6.7558727,6.5819716,6.5126233,7.2272234,8.2631035,8.222456,8.071889,9.834618,9.007985
HOXC13,7.4394894,7.3228374,7.2272234,6.7098985,7.5353317,6.438637,7.0739923,6.8579993,6.6740627,7.240272
HOXC13-AS,15.647097,15.6687,15.736628,16.018167,15.628734,16.877586,16.733334,16.877586,16.213718,16.660305
HOXC8,10.124266,10.194403,10.205412,10.269675,10.05605,10.006748,10.088229,9.933796,9.928256,9.967596
HOXD-AS2,11.133822,11.675766,11.9440155,12.150468,11.833205,12.202183,12.292259,12.752632,12.053221,11.916965
HOXD1,6.55642,6.8935165,6.8127623,6.592374,6.953555,6.28584,6.4051447,6.3423657,6.186013,6.319151
HOXD10,13.17183,13.312796,13.565951,13.406764,13.220814,12.821068,13.091228,13.1033,13.551471,13.282413
HOXD11,6.92193,7.171642,7.32768,7.39342,6.7950325,6.8606563,6.8327017,6.8788447,6.5456696,6.3555136
HOXD12,9.831834,10.044421,9.352832,9.336836,10.25795,7.8138633,8.720076,7.419452,7.6633325,7.912498
HOXD13,7.2862306,7.131736,7.383193,7.0854034,7.5098085,6.3815856,5.6467586,6.5571113,8.205235,7.0754266
HOXD3,12.568809,12.436647,12.496321,12.486584,12.621374,11.539113,11.718464,11.627298,12.930124,12.3091755
HOXD4,6.679461,7.324348,7.568732,6.9982586,7.142794,6.8790317,7.2037325,7.232867,6.8158402,6.6661263
HOXD8,6.9709353,7.1599884,6.979031,7.858616,7.092115,7.753738,7.6227856,7.92789,7.915728,7.8516145
HOXD9,6.7054286,6.550564,7.259809,6.4561734,5.896832,6.8111725,6.0730634,6.310846,6.009174,6.5569525
HP,6.113088,6.286302,6.5870104,6.8901706,6.2863784,6.4241753,7.5681987,6.6666074,6.398111,6.346036
HP1BP3,9.457021,9.341533,9.268288,8.888213,9.215111,7.54893,8.238609,7.3241096,7.672431,7.839464
HPCA,6.2187243,6.283415,5.954077,5.926343,6.1999803,6.627816,6.3138895,6.4547296,6.9291315,6.443278
HPCAL1,8.180788,9.020811,9.481422,9.652678,9.32208,8.855352,9.071752,8.957329,8.87996,8.678542
HPF1,5.6498837,5.8655214,5.602623,5.7067976,4.8446097,6.405432,5.4427323,5.627021,6.3892083,6.2850575
HPGD,2.6282334,2.9313414,4.881735,4.9584484,4.42183,5.4272523,3.8059502,4.9297843,5.656745,5.528966
HPN,7.5181017,8.032981,8.160094,7.7035236,7.8232894,11.093107,10.595251,10.545322,10.213944,10.488492
HPN-AS1,6.3117466,6.321138,6.9495296,6.7613325,7.3426967,6.609991,7.255679,6.6084023,6.089867,6.602101
HPR,6.0469456,6.1811757,6.2110147,6.5639997,6.0972805,4.186596,2.8272157,2.9023333,4.332078,3.3430688
HPRT1,6.0699778,5.906194,5.290177,5.735411,4.289456,6.7476535,5.6982512,6.1811757,6.424387,6.425101
HPS6,5.60918,5.0764523,5.4906526,5.115797,4.5565634,5.9359174,4.075958,4.8719234,5.813614,5.1189904
HPSE,7.9537773,7.864285,8.082153,7.127055,7.8845005,6.7288694,7.802786,6.5597715,6.0825877,6.7922378
HPSE2,10.252656,9.977546,9.965455,9.966881,9.738547,11.692318,11.658191,11.475132,11.48771,11.571232
HR,6.750212,6.9281216,7.2164145,7.2999563,7.474025,7.050013,7.7124557,6.9722767,6.6716113,6.7446547
HRAS,13.643514,13.843546,13.82842,14.783964,14.288767,15.135207,15.135207,14.991799,14.978924,14.861921
HRC,6.7284255,6.886019,6.6085997,7.117208,7.0151424,7.153572,7.06116,7.1922607,7.411838,7.470417
HRH1,4.925409,5.529135,6.3217463,5.107514,4.886427,6.3764386,6.4446034,6.789385,5.8778563,7.186246
HRH2,6.2038198,5.9298086,5.7890472,5.34648,5.438897,5.0088243,3.8888168,4.7065268,5.278567,4.7970905
HS1BP3,10.951218,11.080597,10.940871,10.293095,10.857521,12.160987,12.316168,12.004074,12.085121,12.168616
HS2ST1,6.078791,6.341178,6.41827,5.409711,6.130421,5.5375557,5.247907,5.829937,5.9125857,5.388266
HS3ST1,5.972898,4.961868,5.722974,4.476421,5.403828,5.3931637,4.6372685,4.664083,5.54,5.1525717
HS3ST2,5.5638003,6.06481,5.813179,5.7457066,5.2268515,5.5236893,4.7844963,5.593442,5.0266848,5.133273
HS3ST4,8.361868,8.197781,7.9688816,8.144863,8.275156,7.398569,7.2592125,7.273907,7.443272,7.1443176
HS6ST1P1,4.8877745,4.950704,4.9615574,5.1278243,4.632722,4.78912,5.0411777,5.1563993,4.5641108,4.1954737
HS6ST2,5.9092426,6.3486047,6.4765463,6.501167,5.815303,6.4158373,6.610522,6.81203,5.6800146,6.0592217
HS6ST2-AS1,5.9889565,5.936471,6.3310194,6.16576,6.5606313,6.0429444,5.7877197,5.784643,6.3310194,6.0941143
HSBP1,9.08183,8.472864,8.105957,8.396407,7.9204574,7.832071,7.647589,7.9083333,7.5386467,7.3700185
HSBP1L1,5.3754334,5.3692026,4.963726,4.1835294,4.702577,6.90692,6.0697002,6.023836,6.9792013,6.8695903
HSCB,5.2648015,5.5066037,4.865462,4.1391525,4.1604652,5.3982754,4.439043,4.833482,5.4690046,5.4308467
HSD11B1L,5.5446033,5.7514296,5.9559946,6.3187466,7.5172734,6.001983,6.579822,5.3619895,5.5656414,5.930369
HSD17B10,7.5503244,8.207514,7.9528513,8.312691,8.14262,8.085174,8.191368,8.20814,8.047066,7.9036317
HSD17B14,3.7731986,5.4786654,4.6912227,4.753592,5.3185635,6.1448,5.2818427,6.0868044,6.5979023,6.3183312
HSD17B6,5.752834,4.751088,3.849855,4.852998,5.6541824,4.210643,5.7691336,4.235572,5.2148085,5.5158854
HSD17B7,2.4440074,4.2014027,4.447717,2.431473,4.728862,4.766413,3.0950844,4.8577886,5.611333,5.181322
HSD17B7P2,2.9461396,2.9313414,2.950948,4.31832,2.9831312,5.3280525,3.060049,4.6427164,5.3368998,5.39479
HSD17B8,5.416346,5.251254,5.3082542,5.406646,4.7860994,5.4811096,5.3785725,5.2458034,5.4669676,5.6255794
HSD3BP1,6.369023,6.5242786,6.4819956,6.7472105,6.5335164,6.084412,5.9025974,6.0335107,5.6583376,5.631766
HSD3BP3,8.663982,8.743144,8.628344,8.75073,8.684526,8.011401,8.2091255,8.091803,8.092373,7.9666543
HSDL1,7.1325836,5.1494384,5.477509,5.9412456,4.8548217,6.817188,5.32334,5.1867285,4.339395,4.9544277
HSDL2,4.9520674,4.479504,5.350525,5.341827,4.3374777,5.8115726,4.8891973,5.800908,5.2541885,5.5545588
HSF2,6.3344727,6.364448,6.2461457,6.9863176,6.859125,6.254921,5.6051173,6.4108486,6.1320167,5.8902903
HSF4,13.66197,13.945073,14.0040865,14.053811,14.514198,12.621374,12.8520775,12.891484,13.255532,13.1033
HSFY1P1,5.8273096,5.757664,5.8810406,6.150596,5.601207,5.716819,5.1264753,5.6971226,5.5068846,5.101221
HSP90AA1,6.5456696,7.2766085,6.5945625,7.751831,6.972467,8.159062,7.9545712,8.059273,7.542311,8.5769415
HSP90AA2P,9.375379,9.2588,8.745586,8.764842,8.760068,6.915699,5.797478,6.3527513,6.244399,6.053714
HSP90AA4P,8.151838,8.183098,7.8566313,8.324673,7.670171,8.118597,7.564621,7.5604653,7.397456,7.5123534
HSP90AA6P,6.545369,6.3870163,5.6670384,6.2620745,5.306386,7.182536,5.994993,5.8468456,6.7449203,6.9660807
HSP90AB1,5.739101,5.4958873,5.3445735,5.1570187,5.458825,6.2660346,5.4392233,5.8365173,6.0765047,5.9451704
HSP90AB3P,7.130782,6.7840633,6.839527,6.467151,6.2143893,7.8343306,7.636746,7.0638976,7.7564507,7.842127
HSP90AB7P,5.48127,6.2550974,5.8735766,5.892979,5.6967616,5.289282,4.9982204,5.3959584,5.710425,5.832005
HSP90B1,5.8634186,6.258028,5.5945406,6.2452965,5.616717,5.894259,5.615889,5.1993294,5.1589646,4.6726146
HSP90B3P,7.5494394,7.465453,7.838656,7.583817,7.3969116,8.899078,8.913519,8.740577,8.87913,8.682782
HSPA1A,7.423685,7.0352993,7.457709,6.8728514,7.242592,8.586992,8.544613,8.303899,8.670499,8.635968
HSPA1B,4.9151864,6.1251426,5.851121,5.4053607,4.7487745,8.043023,7.8849454,8.104566,8.207121,8.1825
HSPA2,5.727353,6.423649,5.2929273,5.6590414,5.195308,7.2332773,6.184756,6.3777723,7.018979,6.9246063
HSPA4,6.2991614,4.37352,5.1702375,5.0429063,5.0341964,5.565544,4.5909495,5.6183195,5.686323,5.7801037
HSPA5,8.412125,8.20982,8.171226,8.148215,8.102237,9.960305,9.9118595,9.977546,9.817443,9.980822
HSPA8,9.238339,9.0280285,9.114813,8.711783,8.563924,9.263703,9.029179,8.933821,8.732637,8.831499
HSPA8P11,5.7840776,5.980523,5.5734158,7.891285,5.701368,4.854076,3.8065233,5.249309,4.08486,4.2668643
HSPA8P19,4.166406,4.2956367,4.7770753,4.180724,3.5785546,4.762924,4.5008936,4.2504663,5.210635,4.7420907
HSPA8P9,6.607518,6.6524,6.469546,6.8948126,6.227547,6.505654,5.601207,6.2846045,5.3093896,4.911048
HSPA9,5.8255043,5.638774,5.5816402,5.5650997,4.8110285,6.191928,4.943663,5.597838,5.456132,5.4674816
HSPB11,5.5680723,5.282503,4.6157727,5.1059446,4.915363,6.3570504,4.9317827,5.9864454,6.2999964,6.1703835
HSPB1P1,10.1276655,9.790151,10.549673,9.806388,10.420288,9.996739,10.201295,9.910157,9.986859,9.942462
HSPB1P2,7.342839,7.137187,7.1177726,6.8320985,7.203941,8.543157,8.652221,8.424288,8.515929,8.501917
HSPB7,7.701085,7.8960843,7.586253,7.6464376,7.8219695,7.814502,7.85582,7.9824457,7.780321,7.7390704
HSPB8,8.085642,8.801077,8.923382,8.901681,8.921263,8.444464,8.499947,8.294659,8.24773,8.369249
HSPB9,8.292733,8.69577,8.903533,9.024693,9.007985,8.284528,8.623573,8.6276865,7.9895706,8.532562
HSPBP1,2.5786545,2.9313414,3.222265,4.135253,2.4660714,7.0013227,5.154032,7.3102517,7.395767,7.984153
HSPD1,8.175165,8.748015,8.646306,8.625748,8.635547,8.362579,8.426751,8.571364,8.101115,7.9746704
HSPD1P6,5.279881,5.332617,4.8872933,5.3548093,5.49215,6.021447,4.854076,5.7257547,6.1395903,5.5199747
HSPE1P10,5.203963,5.3592997,4.985547,5.0623713,4.091072,5.9995384,5.3930626,5.9078,5.896265,5.888487
HSPE1P6,5.1289825,5.693865,5.1923704,5.614766,4.2837024,5.3058534,4.264138,4.345901,4.125717,3.9922886
